shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
shp_715_6,28.372204,77.289627,60,5470.323
shp_715_6,28.371864,77.289391,61,5514.696
shp_715_6,28.371864,77.289391,62,5514.696
shp_715_6,28.371567,77.289177,63,5553.709
shp_715_6,28.371407,77.289032,64,5576.335
shp_715_6,28.371361,77.288979,65,5583.738
shp_715_6,28.371162,77.288658,66,5622.55
shp_715_6,28.371162,77.288658,67,5622.55
shp_715_6,28.371006,77.288399,68,5653.014
shp_715_6,28.370949,77.288338,69,5661.781
shp_715_6,28.370811,77.288246,70,5679.44
shp_715_6,28.370752,77.288177,71,5688.797
shp_715_6,28.370605,77.287964,72,5715.712
shp_715_6,28.370491,77.28788,73,5730.616
shp_715_6,28.370468,77.28788,74,5733.288
shp_715_6,28.369818,77.287888,75,5805.611
shp_715_6,28.369656,77.287888,76,5823.734
shp_715_6,28.369492,77.28788,77,5841.968
shp_715_6,28.369196,77.287888,78,5874.876
shp_715_6,28.368473,77.287895,79,5955.271
shp_715_6,28.368286,77.287903,80,5976.17
shp_715_6,28.367401,77.28788,81,6074.849
shp_715_6,28.364891,77.287865,82,6354.099
shp_715_6,28.364792,77.287865,83,6365.3
shp_715_6,28.362352,77.28788,84,6636.787
shp_715_7,28.385818,77.298965,1,0.0
shp_715_7,28.385777,77.299026,2,7.447
shp_715_7,28.385429,77.298706,3,57.077
shp_715_7,28.385191,77.298523,4,89.169
shp_715_7,28.384899,77.298325,5,127.183
shp_715_7,28.384462,77.298065,6,181.765
shp_715_7,28.383919,77.297821,7,247.105
shp_715_7,28.38364,77.297699,8,280.108
shp_715_7,28.383255,77.297585,9,324.365
shp_715_7,28.382982,77.297531,10,355.169
shp_715_7,28.382343,77.297455,11,426.841
shp_715_7,28.381832,77.29744,12,483.63
shp_715_7,28.380888,77.297493,13,589.032
shp_715_7,28.37813,77.297691,14,896.557
shp_715_7,28.378019,77.297714,15,909.064
shp_715_7,28.377949,77.297752,16,917.737
shp_715_7,28.377874,77.297821,17,928.513
shp_715_7,28.377821,77.297882,18,936.99
shp_715_7,28.377811,77.297905,19,939.182
shp_715_7,28.377728,77.297981,20,951.566
shp_715_7,28.377666,77.298096,21,964.403
shp_715_7,28.377628,77.298294,22,984.371
shp_715_7,28.377684,77.29937,23,1090.146
shp_715_7,28.377867,77.302376,24,1385.21
shp_715_7,28.377996,77.304909,25,1633.855
shp_715_7,28.378176,77.308907,26,2025.368
shp_715_7,28.378347,77.311539,27,2284.316
shp_715_7,28.378347,77.311539,28,2284.316
shp_715_7,28.378428,77.313072,29,2434.317
shp_715_7,28.378487,77.313927,30,2518.517
shp_715_7,28.378365,77.313934,31,2532.182
shp_715_7,28.378342,77.313499,32,2574.947
shp_715_7,28.378321,77.312737,33,2649.727
shp_715_7,28.378244,77.311447,34,2776.166
shp_715_7,28.377861,77.303955,35,3511.732
shp_715_7,28.37779,77.302383,36,3665.84
shp_715_7,28.377611,77.299377,37,3960.988
shp_715_7,28.37756,77.298302,38,4066.366
shp_715_7,28.377546,77.298157,39,4080.198
shp_715_7,28.377487,77.298012,40,4095.87
shp_715_7,28.37739,77.297958,41,4108.269
shp_715_7,28.377316,77.297859,42,4120.836
shp_715_7,28.377279,77.297729,43,4134.327
shp_715_7,28.377293,77.297585,44,4148.615
shp_715_7,28.377342,77.297478,45,4160.376
shp_715_7,28.377438,77.297386,46,4174.247
shp_715_7,28.377497,77.297134,47,4199.532
